data_identity,numero_manuscrito,referencia,revision,titulo,tipo_articulo,autor,email,fecha_inicial,estado_actual,fecha_estado,fecha_vencimiento,editor,decision_editor_def,est_ev_completo,est_ev_aceptado,est_ev_invitado,est_ev_rechazado,est_ev_tarde,año,ref_maquetado,estado,responsable,notas,entrada,revision_1,comentarios_ultimo_revisor,decision_editor_r1,entrada_r1,revision_r1,coment_compl_r1,dec_editor_r1,entrada_r2,revision_r2,coment_compl_r2,dec_editor_r2,entrada_r3,revision_r3,coment_completos_r3,dec_editor_r3,entrada_r4,revision_r4,coment_completos_r4,rechazo,aceptacion,maquetacion,in_press,publicado,publicado_detalles,pmid,etapa_1,etapa_2,etapa_3,etapa_4,etapa_5,etapa_6,maquet_in_press,activo,ultima_accion,dias_pasados,mayor_10_dias,fecha_alta,fecha_baja
,NEFRO-D-21-00507,NEFRO-D-21-00507,,"""Healthy"" hypokalemia - case report	",,,,,,,,,,,,,,,2021,NEFRO_1021,7. Publicado,Elsevier,,2021-11-07,,,2021-12-02,2021-12-09,,,2021-12-19,2021-12-20,,,2021-12-27,,,,,,,,,2021-12-27,2022-01-13,2022-02-03,,,,,,,7.0,,17.0,21,False,2022-02-03,88,False,,
,NEFRO-D-21-00506,NEFRO-D-21-00506,,Calidad de vida en los pacientes en hemodiálisis	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-11-06,0,False,,
,NEFRO-D-21-00505,NEFRO-D-21-00505,,Epidemiología y tratamiento de la anemia renal en España: estudio retrospectivo RIKAS	,,,,,,,,,,,,,,,2021,NEFRO_1055,7. Publicado,Elsevier,"El texto de la figura 2 no se puede leer, demasiado pequeño. Habría que ampliarlo.",2021-11-03,2021-11-26,2021-12-22,2022-01-06,2022-02-04,2022-02-15,2022-03-10,2022-04-01,,,,,,,,,,,,,2022-04-01,2022-05-25,2022-05-13,,,,23,26.0,15.0,29.0,11.0,54.0,-12,False,2022-05-25,203,False,,
,NEFRO-D-21-00504,NEFRO-D-21-00504,,¿Por qué se debe incorporar el estudio genético a la práctica clínica habitual en Nefrología? La utilidad de consultas monográficas. Una necesidad emergente.	,,,,,,,,,,,,,,,2021,NEFRO_1040,7. Publicado,Elsevier,,2021-11-03,2021-11-27,2022-01-19,2022-01-22,2022-02-04,,,2022-02-15,,,,,,,,,,,,,2022-02-15,2022-04-22,2022-06-17,,,,24,53.0,3.0,13.0,,66.0,56,False,2022-06-17,226,False,,
,NEFRO-D-21-00503,NEFRO-D-21-00503,,PARICALCITOL COMO REGULADOR DE LA TRANSICIÓN EPITELIO MESENQUIMAL EN DIÁLISIS PERITONEAL A TRAVÉS DE LA REGULACIÓN DE TGF-B Y BMP-7   PARICALCITOL AS A REGULATOR OF EPITHELIAL MESENCHYMAL TRANSITION IN PERITONEAL DIALYSIS THROUGHT TGF-B AND BMP-7 REGULATION	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-11-03,2021-11-30,2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,27,7.0,,,,,,False,2021-12-07,34,False,,
,NEFRO-D-21-00501,NEFRO-D-21-00501,,Butyricimonas virosa peritonitis in peritoneal dialysis patient: A case report and review	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-11-04,,,,,,,,,,,,,,,,,,,2021-12-05,,,,,,,,,,,,,,False,2021-12-05,31,False,,
,NEFRO-D-21-00500,NEFRO-D-21-00500,,Retrograde intrarenal surgery for impacted upper ureteral stone in a patient with advanced lumbar scoliosis and paraplegia,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-11-04,0,False,,
,NEFRO-D-21-00499,NEFRO-D-21-00499,,Clinicopathological and prognostic study in patients with crescentic glomerulonephritis: A thirteen year single center experience	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-11-02,0,False,,
,NEFRO-D-21-00498,NEFRO-D-21-00498,,A propósito de un caso: Púrpura de Schönlein Henoch en adulto.,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-11-02,0,False,,
,NEFRO-D-21-00497,NEFRO-D-21-00497,,“Does ANCA-associated vasculitis present with strong glomerular deposition of IgA and C3 instead of pauci-immune glomerulonephritis? A view from a case report ”	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-29,2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,False,2021-11-30,32,False,,
,NEFRO-D-21-00496,NEFRO-D-21-00496,,Renal cell carcinoma in the background of autosomal dominant polycystic kidney disease: implications for diagnosis and management	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-29,0,False,,
,NEFRO-D-21-00495,NEFRO-D-21-00495,,SÍNDROME CRIOGLOBULINÉMICO MIXTO E INFECCIÓN POR SARS-COV-2	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-30,0,False,,
,NEFRO-D-21-00494,NEFRO-D-21-00494,,Advanced chronic kidney disease with life-threatening hypokalemia due to undiagnosed Gitelman syndrome.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-27,0,False,,
,NEFRO-D-21-00493,NEFRO-D-21-00493,,HIPERPARATIROIDISMO ASOCIADO A LITIO: REPORTE DE DOS CASOS ACTUALIZACIÓN Y REVISIÓN DE LA LITERATURA	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-27,0,False,,
,NEFRO-D-21-00492,NEFRO-D-21-00492,,EXPRESSION OF JC VIRUS IN A KIDNEY TRANSPLANT RECIPIENT WITH RENAL CELL CARCINOMA	,,,,,,,,,,,,,,,2021,NEFRO_1018,7. Publicado,Elsevier,,2021-10-26,,,2021-11-30,,,,,,,,,,,,,,,,,2021-11-30,2021-12-28,2022-01-13,,,,,,,,,28.0,16,False,2022-01-13,79,False,,
,NEFRO-D-21-00485,NEFRO-D-21-00485,,"EVALUACIÓN DE NAG, NGAL Y KIM-1 COMO MARCADORES DE PRONÓSTICO DE LA EVOLUCIÓN INICIAL DEL TRASPLANTE RENAL	",,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-21,2021-12-02,2022-01-07,2022-02-20,,,,,,,,,,,,,,,,2022-02-20,,,,,,,42,36.0,44.0,,,,,False,2022-02-20,122,False,,
,NEFRO-D-21-00484,NEFRO-D-21-00484,,"Challenging, safe and effective use of external iliac vein for insertion of tunneled cuffed hemodialysis catheters: a single-center prospective study	",,,,,,,,,,,,,,,2021,,Retirado,0,,2021-10-21,2021-11-30,,2022-12-29,,,,2022-09-21,,,,,,,,,,,,2022-09-21,,,,,,,40,,,,,,,False,2022-12-29,434,False,,
,NEFRO-D-21-00483,NEFRO-D-21-00483,,INVESTIGATION OF THE EFFECT OF PLA2R1 POLYMORPHISM WITH GDF-15 LEVEL IN PATIENTS WITH MEMBRANOUS NEPHROPATHY	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-21,2021-11-27,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,False,2021-11-27,37,False,,
,NEFRO-D-21-00482,NEFRO-D-21-00482,,La donación en asistolia controlada mediante perfusión regional normotérmica no aumenta el grado de fibrosis del injerto en la biopsia de seguimiento al año Controlled donation after circulatory death using normothermic regional perfusion does not increase graft fibrosis at 1st year post-transplant surveillance biopsy	,,,,,,,,,,,,,,,2021,,Retirado,0,"CONSIDERAR RETIRAR EL ARTÍCULO. Sin contestación de los autores desde mayo, cuando se les avisó de que se retiraría si no enviaban cambios.",2021-10-21,,,2021-12-03,,,,2022-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,False,2022-10-08,352,False,,
,NEFRO-D-21-00481,NEFRO-D-21-00481,,"Alteraciones en el sentido del olfato y del gusto en pacientes con enfermedad renal crónica, trasplante y diálisis y su asociación con el estado nutricional.	",,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-22,0,False,,
,NEFRO-D-21-00480,NEFRO-D-21-00480,,Investigation of Affecting Factors on Medication Adherence in Kidney Transplant Recipients	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-23,0,False,,
,NEFRO-D-21-00479,NEFRO-D-21-00479,,GUIA CLINICA DE LA SOCIEDAD ESPAÑOLA DE NEFROLOGIA PARA LA PREVENCION Y TRATAMIENTO DE LA INFECCION PERITONEAL EN DIALISIS PERITONEAL	,,,,,,,,,,,,,,,2021,NEFRO_1006,7. Publicado,Elsevier,,2021-10-21,,,2021-10-22,,,,,,,,,,,,,,,,,2021-10-22,2022-01-04,2022-01-04,2021-12-01,"Volume 42, Supplement 1,",,,,,,,74.0,0,False,2022-01-04,75,False,,
,NEFRO-D-21-00478,NEFRO-D-21-00478,,HIPOCLOREMIA ASOCIADA A UNA MAYOR INCIDENCIA DE NEUMONÍA EN PACIENTES EN HEMODIALISIS CRÓNICA CON COVID-19: EXPERIENCIA DE UN CENTRO. HYPOCHLOREMIA ASSOCIATED WITH A GREATER INCIDENCE OF PNEUMONIA IN CHRONIC HEMODIALYSIS PATIENTS WITH COVID-19: A CENTER'S EXPERIENCE	,,,,,,,,,,,,,,,2021,NEFRO_1036,7. Publicado,Elsevier,,2021-10-20,,,2021-11-27,2021-12-14,2021-12-17,2022-01-06,2022-02-07,,,,,,,,,,,,,2022-02-07,2022-02-16,2022-05-07,,,,,,,17.0,3.0,9.0,80,False,2022-05-07,199,False,,
,NEFRO-D-21-00476,NEFRO-D-21-00476,,,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-19,0,False,,
,NEFRO-D-21-00475,NEFRO-D-21-00475,,SÍNDROME NEFRÓTICO POR ENFERMEDAD GLOMERULAR DE CAMBIOS MÍNIMOS TRAS LA VACUNA ASTRA ZENECA-OXFORD COVID-19 NEPHROTIC SYNDROME DUE TO MINIMAL CHANGE DISEASE AFTER ASTRA ZENECA-OXFORD COVID19 VACCINE	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-20,0,False,,
,NEFRO-D-21-00474,NEFRO-D-21-00474,,First report of collapsing variant of focal segmental glomerulosclerosis in native kidney of a pediatric patient with COVID-19	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-18,0,False,,
,NEFRO-D-21-00473,NEFRO-D-21-00473,,Signal crosstalk and role of ERβ in prostate cancer	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-18,0,False,,
,NEFRO-D-21-00472,NEFRO-D-21-00472,,Estadificación de enfermedad renal crónica en pacientes con diabetes mellitus tipo 2 en México Stages of chronic kidney disease in patients with diabetes mellitus type 2 in Mexico	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-18,0,False,,
,NEFRO-D-21-00471,NEFRO-D-21-00471,,Coronary artery calcification progression in patients using different dialysate magnesium	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-18,2021-11-30,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,43,36.0,,,,,,False,2022-01-05,79,False,,
,NEFRO-D-21-00470,NEFRO-D-21-00470,,"El bajo peso al nacer esta asociado con una mayor prevalencia de síndrome nefrótico y un curso más grave de la enfermedad en los niños, estudio retrospectivo multicéntrico	",,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-17,0,False,,
,NEFRO-D-21-00469,NEFRO-D-21-00469,,RECOMENDACIONES PARA EL TRASPLANTE RENAL DE DONANTE VIVO	,,,,,,,,,,,,,,,2021,NEFRO_994,7. Publicado,Elsevier,Junto con este artículo debemos publicar este otro: NEFRO-D-22-00034,2021-10-18,,,,,,,,,,,,,,,,,,,,,,,2022-04-01,Vol. 42. Núm. S2.Abril 2022,,,,,,,,,False,2021-10-18,0,False,,
,NEFRO-D-21-00468,NEFRO-D-21-00468,,Primary hyperoxaluria diagnosed after kidney transplantation: a cause of early graft loss	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-14,0,False,,
,NEFRO-D-21-00467,NEFRO-D-21-00467,,Urinary biochemistry of patients with non-oliguric acute kidney injury requiring renal replacement therapy in intensive care units: a potential stratification tool for acute dialysis	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-14,0,False,,
,NEFRO-D-21-00466,NEFRO-D-21-00466,,EPIDEMIOLOGY OF FABRY DISEASE IN PATIENTS IN HEMODIALYSIS IN THE MADRID COMMUNITY	,,,,,,,,,,,,,,,2021,NEFRO_1049,7. Publicado,Elsevier,,2021-10-15,2021-10-21,2021-11-19,2021-12-28,2022-03-01,2022-03-01,2022-03-02,2022-03-03,,,,,,,,,,,,,2022-03-03,,2022-04-27,,,,6,29.0,39.0,63.0,0.0,,,False,2022-04-27,194,False,,
,NEFRO-D-21-00465,NEFRO-D-21-00465,,Post-Covid-19 Syndrome; Gastrointestinal Tract And Kidneys as a Potential Target	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-13,0,False,,
,NEFRO-D-21-00464,NEFRO-D-21-00464,,Risk Factors for Low Humoral Response to BNT-162b2 In Hemodialysis Patients	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-11,0,False,,
,NEFRO-D-21-00463,NEFRO-D-21-00463,,SINDROME NEFRÓTICO ASOCIADO A INTOXICACIÓN POR TALIO NEPHROTIC SYNDROME IN PATIENT WITH THALIUM POISONING	,,,,,,,,,,,,,,,2021,,Retirado,0,,2021-10-12,2021-10-21,2021-10-31,2022-01-01,,,,2022-12-21,,,,,,,,,,,,2022-12-21,,,,,,,9,10.0,62.0,,,,,False,2022-12-21,435,False,,
,NEFRO-D-21-00462,NEFRO-D-21-00462,,Caso clínico: Glomerulopatía Colapsante y COVID-19.        ,,,,,,,,,,,,,,,2021,,Retirado,0,"27/05/2022 escribimos para preguntar si prefieren que retiremos el artículo. Hace más de 6 meses que les dijimos que había que hacer cambios.
23/06/22 los autores no responden pido a los directores retirar este articulo
28/6/22 Directores autorizan eliminarlo, escribo a Ángeles.",2021-10-10,2021-10-28,,,,,,,,,,,,,,,,,,2022-06-28,,,,,,,18,,,,,,,False,2022-06-28,261,False,,
,NEFRO-D-21-00461,NEFRO-D-21-00461,,Cómo hacerlo: biopsia renal percutánea. How to do it – percutaneous kidney biopsy.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-11,0,False,,
,NEFRO-D-21-00460,NEFRO-D-21-00460,,Análisis del uso adecuado de las modalidades de diálisis: un estudio transversal.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-10,0,False,,
,NEFRO-D-21-00459,NEFRO-D-21-00459,,DESCONOCIMIENTO DEL CONOCIMIENTO DEL CONCEPTO DE MUERTE ENCEFÁLICA ENTRE LOS INMIGRANTES AFRICANOS RESIDENTES EN ESPAÑA. ANALISIS MULTIVARIANTE DE FACTORES RELACIONADOS  UNKNOWLEDGMENT OF THE BRAIN DEATH CONCEPT AMONG AFRICAN IMMIGRANTS RESIDENT IN SPAIN. MULTIVARIANT ANALYSIS OF RELATED FACTORS	,,,,,,,,,,,,,,,2021,NEFRO_1003,7. Publicado,Elsevier,,2021-10-09,,,,,,,,,,,,,,,,,,,,,2021-12-22,2022-01-13,,,,,,,,,,22,False,2022-01-13,96,False,,
,NEFRO-D-21-00458,NEFRO-D-21-00458,,Título: EVOLUCIÓN DE LOS ACCESOS VASCULARES PARA HEMODIÁLISIS TROMBOSADOS TRAS SU REPARACIÓN QUIRÚRGICA URGENTE.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-07,0,False,,
,NEFRO-D-21-00457,NEFRO-D-21-00457,,¿QUÉ MÁS HERRAMIENTAS TENEMOS PARA IR ELIMINANDO EL CONCEPTO DE ENFERMEDAD RENAL CRÓNICA  NO FILIADA?	,,,,,,,,,,,,,,,2021,NEFRO_1029,7. Publicado,Elsevier,,2021-10-08,2021-10-26,2021-11-09,2022-01-01,2022-01-07,,,2022-01-10,,,,,,,,,,,,,2022-01-10,,2022-03-12,,,,18,14.0,53.0,6.0,,,,False,2022-03-12,155,False,,
,NEFRO-D-21-00456,NEFRO-D-21-00456,,Análisis del uso adecuado de las modalidades de diálisis: un estudio transversal.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-07,0,False,,
,NEFRO-D-21-00454,NEFRO-D-21-00454,,Urinary Expression of Cystatin Cand Neutrophil gelatinase-associated lipocalin For Early Prediction Of Acute kidney Injury After Retrograde Intrarenal Surgery	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-07,0,False,,
,NEFRO-D-21-00453,NEFRO-D-21-00453,,Association of Variants of the NFE2L2 Gene with Metabolic and Kidney Function Parameters in Patients with Diabetes and/or Hypertension	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-05,0,False,,
,NEFRO-D-21-00452,NEFRO-D-21-00452,,HEPATITIS TÓXICA INDUCIDA POR TOLVAPTAN: A PROPÓSITO DE UN CASO HEPATOTOXICITY INDUCEN BY TOLVAPTAN: A CASE REPORT	,,,,,,,,,,,,,,,2021,NEFRO_1014,7. Publicado,Elsevier,,2021-10-05,,,2021-10-06,2021-10-19,,,2021-11-27,,,,,,,,,,,,,2021-11-27,2021-12-28,2022-01-09,,,,,,,13.0,,31.0,12,False,2022-01-09,96,False,,
,NEFRO-D-21-00451,NEFRO-D-21-00451,,Systemic Inflammation May Limit the Effect of Protein Supplement on Nutritional Status in Peritoneal Dialysis.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-04,0,False,,
,NEFRO-D-21-00450,NEFRO-D-21-00450,,Renal Granulomatosis: A Retrospective Study of 30 Cases	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-03,0,False,,
,NEFRO-D-21-00449,NEFRO-D-21-00449,,Diferencias específicas de género en pacientes en hemodiálisis: un estudio longitudinal multicéntrico de Serbia Gender specific differences in hemodialysis patients:  a multicenter longitudinal study from Serbia	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-30,0,False,,
,NEFRO-D-21-00448,NEFRO-D-21-00448,,VASCULAR ACCESS TYPE AND MORTALITY IN ELDERLY INCIDENT HEMODIALYSIS PATIENTS	,,,,,,,,,,,,,,,2021,NEFRO_1042,7. Publicado,Elsevier,,2021-09-30,2021-10-26,2021-11-27,2021-12-28,2022-01-03,2022-01-03,,,,,,,,,,,,,,,2022-03-01,2022-04-22,2022-05-13,,,,26,32.0,31.0,6.0,0.0,52.0,21,False,2022-05-13,225,False,,
,NEFRO-D-21-00447,NEFRO-D-21-00447,,IG A NEFROPATÍA Y ABSCESO EPIDURAL ESPINAL DESPUÉS DE LA INFECCIÓN POR COVID-19: REPORTE DE UN CASO IG A NEPHROPATHY AND SPINAL EPIDURAL ABSCESS AFTER COVID-19 INFECTION: A CASE REPORT	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-10-02,0,False,,
,NEFRO-D-21-00446,NEFRO-D-21-00446,,Papel de la Medicina Nuclear en el diagnóstico de fugas peritoneales en pacientes en diálisis.	,,,,,,,,,,,,,,,2021,NEFRO_1034,7. Publicado,Elsevier,,2021-09-29,2021-10-26,2021-11-01,2022-01-02,2022-01-05,,,,,,,,,,,,,,,,,,2022-03-12,,2023.43(1)Enero-Febrero,,27,6.0,62.0,3.0,,,,False,2022-03-12,164,False,,
,NEFRO-D-21-00445,NEFRO-D-21-00445,,Monckeberg’s medial sclerosis in temporal artery mimicking giant cell arteritis,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-30,0,False,,
,NEFRO-D-21-00444,NEFRO-D-21-00444,,Ambulatory Blood Pressure Measurement in Children with Autosomal Dominant Polycystic Kidney Disease; Single-Center Experience	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-28,0,False,,
,NEFRO-D-21-00443,NEFRO-D-21-00443,,COVID-19 en pacientes con trasplante renal – Un año después ¿qué hemos aprendido? - Un estudio de cohorte de un centro terciario   COVID-19 in kidney transplant recipients - One year later what have we learned? A cohort study from a tertiary center	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-28,0,False,,
,NEFRO-D-21-00442,NEFRO-D-21-00442,,Peritoneal Dialysis and The Effect of Different Hemodialysis Membranes on Trace Element Levels in Patients with Renal Failure.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-28,0,False,,
,NEFRO-D-21-00441,NEFRO-D-21-00441,,Efecto de la administración oral de diversas formas de vitamina D sobre la función renal y arterial en pacientes con enfermedad renal crónica  estadios 3 y 4.	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-27,2021-10-05,2021-10-25,2021-11-27,,,,,,,,,,,,,,,,2021-11-27,,,,,,,8,20.0,33.0,,,,,False,2021-11-27,61,False,,
,NEFRO-D-21-00440,NEFRO-D-21-00440,,Hipopotasemia severa como manifestación de un síndrome paraneoplásico	,,,,,,,,,,,,,,,2021,,Retirado,0,,2021-09-27,2021-10-05,2021-12-27,2021-12-27,,,,,,,,,,,,,,,,,,,,,,,8,83.0,0.0,,,,,False,2021-12-27,91,False,,
,NEFRO-D-21-00439,NEFRO-D-21-00439,,Relationship between peritoneal solute transport and dialysate MIF in peritoneal dialysis patients: a cross-sectional study	,,,,,,,,,,,,,,,2021,NEFRO_1035,7. Publicado,Elsevier,,2021-09-28,2021-10-25,2021-11-14,2021-11-26,,,,,,,,,,,,,,,,,,2022-02-22,2022-02-08,,,,27,20.0,12.0,,,,-14,False,2022-02-22,147,False,,
,NEFRO-D-21-00438,NEFRO-D-21-00438,,Recomendaciones prácticas sobre el manejo de los iSGLT2 en el tratamiento de pacientes con Diabetes Mellitus tipo 2	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-28,2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,False,2021-10-26,28,False,,
,NEFRO-D-21-00437,NEFRO-D-21-00437,,The role of serum uric acid in maintenance hemodialysis patients	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-26,0,False,,
,NEFRO-D-21-00436,NEFRO-D-21-00436,,Empleo de biomarcadores cardiacos NT-proBNP y Troponina-T en los pacientes en hemodiálisis Use of cardiac biomarkers NT-proBNP and Troponin-T in hemodialysis patients	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-26,0,False,,
,NEFRO-D-21-00435,NEFRO-D-21-00435,,Cellular senescence and Regulated cell death of tubular epithelial cells in diabetic kidney disease	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,"solo hay un revisor, asignamos otro?",2021-09-23,2021-10-04,2021-10-23,2021-11-18,2021-12-13,2021-12-19,2022-01-10,2022-02-27,,,,,,,,,,,,2022-02-27,,,,,,,11,19.0,26.0,25.0,6.0,,,False,2022-02-27,157,False,,
,NEFRO-D-21-00434,NEFRO-D-21-00434,,SÍNDROME BRANCHİOOTORENAL: REPORTE DE UN CASO BRANCHİOOTORENAL SYNDROME: A CASE REPORT        ,,,,,,,,,,,,,,,2021,,Retirado,0,,2021-09-21,2021-09-28,2021-10-02,2022-01-02,,,,2022-12-21,,,,,,,,,,,,2022-12-21,,,,,,,7,4.0,92.0,,,,,False,2022-12-21,456,False,,
,NEFRO-D-21-00433,NEFRO-D-21-00433,,N-acetyl-b-D-glucosaminidase: a potential cardiorenal biomarker indicates progression of chronic kidney disease in ICD patients	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-21,0,False,,
,NEFRO-D-21-00432,NEFRO-D-21-00432,,Trasplante renopancreático – una excelente alternativa terapéutica para el paciente diabético con enfermedad renal crónica avanzada	,,,,,,,,,,,,,,,2021,,Rechazado,Mariano/Roberto,,2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-09-20,0,False,,
,NEFRO-D-21-00431,NEFRO-D-21-00431,,Sobre la amplia difusión y autoría de “los riñones también hablan español” On the wide campaign and authorship matters of “Kidneys also speak Spanish”	,,,,,,,,,,,,,,,2021,NEFRO_990,7. Publicado,Elsevier,,2021-09-21,,,,,,,,,,,,,,,,,,,,2021-09-23,2021-11-10,2021-11-24,,2023.43(1)Enero-Febrero,,,,,,,48.0,14,False,2021-11-24,64,False,,
